CITATION,Positive,Objective,Negative
the thesaurus was produced using the metric described by lin 1998 with input from the grammatical relation data extracted using the 90 million words of written english from the british national corpus bnc leech 1992 using the rasp parser briscoe and carroll 2002 ,0,1,0
syntactic context information is used hindle 1990 ruge 1992 lin 1998 to compute term similarities based on which similar words to a particular word can directly be returned ,0,1,0
semantic dsn the construction of this network is inspired by lin 1998 ,0,1,0
corpora and corpus query tools has been particularly significant in the area of compiling and developing lexicographic materials kilgarriff and rundell 2002 and in the area of creating various kinds of lexical resources such as wordnet fellbaum 1998 and framenet atkins et al 2003 fillmore et al 2003 ,0,1,0
this approach is similar to conventional techniques for automatic thesaurus construction lin 1998 ,0,1,0
our next steps will be to take a closer look at the following work clustering of similar words lin 1998 topic signatures lin and hovy 2000 and kilgariffs sketch engine kilgarriff et al 2004 ,0,1,0
2004 we use k 50 and obtain our thesaurus using the distributional similarity metric described by lin 1998 ,0,1,0
thus we rank each sense wsi wsw using prevalence score wsi 11 njnw dssnj wnsswsinj wsiwsw wnsswsinj where the wordnet similarity score wnss is defined as wnsswsinj max nsxnsnj wnsswsinsx 22 building the thesaurus the thesaurus was acquired using the method described by lin 1998 ,0,1,0
concept similarity is often measured by vectors of cooccurrence with context words that are typed with dependency information lin 1998 curran and moens 2002 ,0,1,0
whereas dependency based semantic spaces have been shown to surpass other word space models for a number of problems pad and lapata 2007 lin 1998 for the task of categorisation simple pattern based spaces have been shown to perform equally good if not better poesio and almuhareb 2005b almuhareb and poesio 2005b ,1,0,0
in particular we work with dependency paths that can reach beyond direct dependencies as opposed to lin 1998 but in the line of pado and lapata 2007 ,0,1,0
example of such algorithms are pereira et al 1993 and lin 1998 that use syntactic features in the vector definition ,0,1,0
pereira 1993 curran 2002 and lin 1998 use syntactic features in the vector definition ,0,1,0
more recently clarke and lapata 2007 use centering theory grosz et al 1995 and lexical chains morris and hirst 1991 to identify which information to prune ,0,1,0
clarke and lapata 2007 included discourse level features in their framework to leverage context for enhancing coherence ,0,1,0
in the first set of experiments we compare two settings of our ualign system with other aligners giza union och and ney 2003 and leaf with 2 iterations fraser and marcu 2007 ,0,1,0
1 introduction word alignment is a critical component in training statistical machine translation systems and has received a significant amount of research for example brown et al 1993 ittycheriah and roukos 2005 fraser and marcu 2007 including work leveraging syntactic parse trees eg cherry and lin 2006 denero and klein 2007 fossum et al 2008 ,0,1,0
however except for fraser and marcu 2007b none of these advances in alignment quality has improved translation quality of a stateoftheart system ,1,0,0
they propose two modifications to fmeasure varying the precisionrecall tradeoff and fullyconnecting the alignment links before computing fmeasure11 weighted fullyconnected fmeasure given a hypothesized set of alignment links h and a goldstandard set of alignment links g we define h fullyconnecth and g fullyconnectg and then compute fmeasureh 1 precisionh 1 recallh for phrasebased chineseenglish and arabicenglish translation tasks fraser and marcu 2007a obtain the closest correlation between weighted fullyconnected alignment fmeasure and bleu score using 05 and 01 respectively ,0,1,0
carpuat and wu 2007b and chan et al ,0,1,0
another wsd approach incorporating contextdependent phrasal translation lexicons is given in carpuat and wu 2007 and has been evaluated on several translation tasks ,0,1,0
the senses are 1 material from cellulose 2 report 3 publication 4 medium for writing 5 scientific 6 publishing firm 7 physical object inventory is suitable for which application other than crosslingual applications where the inventory can be determined from parallel data carpuat and wu 2007 chan et al 2007 ,0,1,0
maximum entropy estimation for translation of individual words dates back to berger et al 1996 and the idea of using multiclass classifiers to sharpen predictions normally made through relative frequency estimates has been recently reintroducedundertherubricofwordsensedisambiguation and generalized to substrings chan et al 2007 carpuat and wu 2007a carpuat and wu 2007b ,0,1,0
4 are equivalent to a maximum entropy variant of the phrase sense disambiguation approach studied by carpuat wu 2007b ,0,1,0
in statistical machine translation smt recent work shows that wsd helps translation quality when the wsd system directly uses translation candidates as sense inventories carpuat and wu 2007 chan et al 2007 gimenez and marquez 2007 ,1,0,0
even the recent generation of smt models that explicitly use wsd modeling to perform lexical choice rely on sentence context rather than wider document context and translate sentences in isolation carpuat and wu 2007 chan et al 2007 gimenez and marquez 2007 stroppa et al 2007 specia et al 2008 ,0,1,0
the corresponding unlabeled figures are 733 and 3343 this confirms the results of previous studies showing that the pseudoprojective parsing technique used by maltparser tends to give high precision given that nonprojective dependencies are among the most difficult to parse correctly but rather low recall mcdonald and nivre 2007 ,0,1,0
as shown by mcdonald and nivre 2007 the single malt parser tends to suffer from two problems error propagation due to the deterministic parsing strategy typicallyaffectinglongdependenciesmorethan short ones and low precision on dependencies originating in the artificial root node due to fragmented parses9 the question is which of these problems is alleviatedbythemultipleviewsgivenbythecomponent parsers in the blended system ,0,1,0
however they make different types of errors which can be seen as a reflection of their theoretical differences mcdonald and nivre 2007 ,0,1,0
f 1 2precisionrecallprecision recall the figure we find that f 1 score decreases when dependency length increases as mcdonald and nivre 2007 found ,0,1,0
the reason may be that shorter dependencies are often modifier of nouns such as determiners or adjectives or pronouns modifying their direct neighbors while longer dependencies typically represent modifiers of the root or the main verb in a sentencemcdonald and nivre 2007 ,0,1,0
however current statistical dependency parsers provide worse results if the dependency length becomes longer mcdonald and nivre 2007 ,0,1,0
sentence length the longer the sentence is the poorer the parser performs mcdonald and nivre 2007 ,0,1,0
looking rst at learning times it is obvious that learning time depends primarily on the number of training instances which is why we can observe a difference of several orders of magnitude in learning time between the biggest training set czech and the smallest training set slovene 14 this is shown by nivre and scholz 2004 in comparison to the iterative arcstandard algorithm of yamada and matsumoto 2003 and by mcdonald and nivre 2007 in comparison to the spanning tree algorithm of mcdonald lerman and pereira 2006 ,0,1,0
practically all datadriven models that have been proposed for dependency parsing in recent years can be described as either graphbased or transitionbased mcdonald and nivre 2007 ,0,1,0
as expected malt and mst have very similar accuracy for short sentences but malt degrades more rapidly with increasing sentence length because of error propagation mcdonald and nivre 2007 ,0,1,0
again we find the clearest patterns in the graphs for precision where malt has very low precision near the root but improves with increasing depth while mst shows the opposite trend mcdonald and nivre 2007 ,0,1,0
the experimental results in mcdonald and nivre 2007 show a negative impact on the parsing accuracy from too long dependency relation ,0,1,0
the majority of these systems used models belonging to one of the twodominantapproachesindatadrivendependency parsinginrecentyearsmcdonaldandnivre2007 in graphbased models every possible dependency graph for a given input sentence is given a score that decomposes into scores for the arcs of the graph ,0,1,0
two other groups of authors have independently and simultaneously proposed adaptations of the matrixtree theorem for structured inference on directed spanning trees mcdonald and satta 2007 smithandsmith2007 ,0,1,0
second mcdonald and satta 2007 propose an on5 algorithm for computing the marginals as opposed to the on3 matrixinversion approach used by smith and smith 2007 and ourselves ,0,1,0
similar adaptations of the matrixtree theorem have been developed independently and simultaneouslybysmithandsmith2007andmcdonaldand satta 2007 see section 5 for more discussion ,0,1,0
for nonprojective parsing the analogy to the inside algorithm is the on3 matrixtree algorithm which is dominated asymptotically by a matrix determinant smith and smith 2007 koo et al 2007 mcdonald and satta 2007 ,0,1,0
2007 and smith and smith 2007 show how to employ the matrixtree theorem ,0,1,0
we used a nonprojective model trained using an application of the matrixtree theorem koo et al 2007 smith and smith 2007 mcdonald and satta 2007 for the firstorder czech models and projective parsers for all other models ,0,1,0
note that it is straightforward to calculate these expected counts using a variant of the insideoutside algorithm baker 1979 applied to the eisner 1996 dependencyparsing data structures paskin 2001 for projective dependency structures or the matrixtree theorem koo et al 2007 smith and smith 2007 mcdonald and satta 2007 for nonprojective dependency structures ,0,1,0
unfortunately there is no straightforward generalization of the method of smith and smith 2007 to the two edge marginal problem ,0,0,1
smith and smith 2007 ,0,1,0
in this paper we use a nonprojective dependency tree crf smith and smith 2007 ,0,1,0
this generates tens of millions features so we prune those features that occur fewer than 10 total times as in smith and eisner 2007 ,0,1,0
followingtheworkofkooetal2007andsmith and smith 2007 it is possible to compute all expectations in on3 ln2 through matrix inversion ,0,1,0
it is often straightforward to obtain large amounts of unlabeled data making semisupervised approaches appealing previous work on semisupervised methods for dependency parsing includes smith and eisner 2007 koo et al 2008 wang et al 2008 ,0,1,0
note that it is straightforward to calculate these expected counts using a variant of the insideoutside algorithm baker 1979 applied to the eisner 1996 dependencyparsing data structures paskin 2001 for projective dependency structures or the matrixtree theorem koo et al 2007 smith and smith 2007 mcdonald and satta 2007 for nonprojective dependency structures ,0,1,0
mann and yarowsky 2003 chen and martin 2007 baron and freedman 2008 ,0,1,0
we base our work partly on previous work done by bagga and baldwin bagga and baldwin 1998 which has also been used in later work chen and martin 2007 ,0,1,0
chen and martin 2007 explored the use of a range of syntactic and semantic features in unsupervised clustering of documents ,0,1,0
chen martin 2007 introduced one of those similarity schemes twolevel softtfidf ,0,1,0
standard sequence prediction models are highly effective for supertagging including hidden markov models bangalore and joshi 1999 nielsen 2002 maximum entropy markov models clark 2002 hockenmaier et al 2004 clark and curran 2007 and conditional random fields blunsom and baldwin 2006 ,0,1,0
recentworkconsidersadamagedtagdictionary by assuming that tags are known only for words that occur more than once or twice toutanova and johnson 2007 ,0,1,0
other work aims to do truly unsupervised learning of taggers such as goldwater and griffiths 2007 and johnson 2007 ,0,1,0
dirichlet priors can be used to bias hmms toward more skewed distributions goldwater and griffiths 2007 johnson 2007 which is especially useful in the weakly supervised setting consideredhere ,0,1,0
there is evidence that this leads to better performance on some partofspeech induction metrics johnson 2007 goldwater and griffiths 2007 ,0,1,0
following the setup in johnson 2007 we initialize the transition and emission distributions to be uniform with a small amount of noise and run em and vb for 1000 iterations ,0,1,0
in our vb experiments we set i j 01i 1tj 1v which yielded the best performance on most reported metrics in johnson 2007 ,0,1,0
we use maximum marginal decoding which johnson 2007 reports performs better than viterbi decoding ,0,1,0
one option is what johnson 2007 calls manytoone mto1 accuracy in which each induced tag is labeled with its most frequent gold tag ,0,1,0
in cases where the number of gold tags is different than the number of induced tags some must necessarily remain unassigned johnson 2007 ,0,1,0
the studies presented by goldwater and griffiths 2007 and johnson 2007 differed in the number of states that they used ,0,1,0
the largest corpus that goldwater and griffiths 2007 studied contained 96000 words while johnson 2007 used all of the 1173766 words in the full penn wsj treebank ,0,1,0
 prime 1 1 1 05 05 1 05 05 01 01 01 00001 00001 01 00001 00001 further we ran each setting of each estimator at least 10 times from randomly jittered initial starting points for at least 1000 iterations as johnson 2007 showed that some estimators require many iterations to converge ,0,1,0
expectation maximization does surprisingly well on larger data sets and is competitive with the bayesian estimators at least in terms of crossvalidation accuracy confirming the results reported by johnson 2007 ,0,1,0
monte carlo sampling methods and variational bayes are two kinds of approximate inference methods that have been applied to bayesian inference of unsupervised hmm pos taggers goldwater and griffiths 2007 johnson 2007 ,0,1,0
johnson 2007 compared two bayesian inference algorithms variational bayes and what we call here a pointwise collapsed gibbs sampler and found that variational bayes produced the best solution and that the gibbs sampler was extremely slow to converge and produced a worse solution than em ,0,1,0
recent work johnson 2007 goldwater and griffiths 2007 gao and johnson 2008 explored the task of partofspeech tagging pos using unsupervised hidden markov models hmms with encouraging results ,0,1,0
johnson 2007 and gao johnson 2008 assume that words are generated by a hidden markov model and find that the resulting states strongly correlate with pos tags ,0,1,0
the fact that different authors use different versions of the same gold standard to evaluate similar experiments eg goldwater griffiths 2007 versus johnson 2007 supports this claim ,0,1,0
johnson 2007 reports results for different numbers of hidden states but it is unclear how to make this choice a priori while goldwater griffiths 2007 leave this question as future work ,0,1,0
given the parameterspi0pikof the hmm the joint distribution over hidden states s and observationsy can be written with s0 0 psypi0pik tproductdisplay t1 pstst1pytst as johnson 2007 clearly explained training the hmm with em leads to poor results in pos tagging ,1,0,0
41 variational bayes beal 2003 and johnson 2007 describe variational bayes for hidden markov model in detail which can be directly applied to our bilingual model ,0,1,0
importantly this bayesian approach facilitates the incorporation of sparse priors that result in a more practical distribution of tokens to lexical categories johnson 2007 ,0,1,0
there has been an increased interest recently in employing bayesian modeling for probabilistic grammars in different settings ranging from putting priors over grammar probabilities johnson et al 2007 to putting nonparametric priors over derivations johnson et al 2006 to learning the set of states in a grammar finkel et al 2007 liang et al 2007 ,0,1,0
mostcommonlyvariational johnson 2007 kurihara and sato 2006 or sampling techniques are applied johnson et al 2006 ,0,1,0
unlike johnson 2007 who found optimal performance when was approximately 104 we observed monotonic increases in performance as dropped ,0,0,1
however in experiments in unsupervised pos tag learning using hmm structured models johnson 2007 shows that vb is more effective than gibbs sampling in approaching distributions that agree with the zipfs law which is prominent in natural languages ,0,1,0
6 smaller tagset and incomplete dictionaries previously researchers working on this task have also reported results for unsupervised tagging with a smaller tagset smith and eisner 2005 goldwater and griffiths 2007 toutanova and johnson 2008 goldberg et al 2008 ,0,1,0
this is also the main reason why most summarization systems applied to news articles do not outperform a simple baseline that just uses the first 100 words of an article svore et al 2007 nenkova 2005 ,1,0,0
they are not used in ln but they are known to be useful for wsd tanaka et al 2007 magnini et al 2002 ,0,1,0
although to a lesser extent measures of word relatedness have also been applied on other languages including german zesch et al 2007 zesch et al 2008 mohammad et al 2007 chinese wang et al 2008 dutch heylen et al 2008 and others ,0,1,0
0 500 1000 1500 2000 5000 10000 15000 20000 25000 30000 number of interlanguage links vector length aren ares arro enes enro esro figure 5 number of interlanguage links vs vector length for the millercharles data set 0 500 1000 1500 2000 2500 3000 3500 4000 5000 10000 15000 20000 25000 30000 number of interlanguage links vector length aren ares arro enes enro esro figure 6 number of interlanguage links vs vector length for the wordsimilarity353 data set edge bases lesk 1986 wu and palmer 1994 resnik 1995 jiang and conrath 1997 hughes and ramage 2007 or on large corpora salton et al 1997 landauer et al 1998 turney 2001 gabrilovich and markovitch 2007 ,0,1,0
the dataset is available only in english and has been widely used in previous semantic relatedness evaluations eg resnik 1995 hughes and ramage 2007 zesch et al 2008 ,0,1,0
method source spearman strube and ponzetto 2006 wikipedia 019048 jarmasz 2003 wordnet 033035 jarmasz 2003 rogets 055 hughes and ramage 2007 wordnet 055 finkelstein et al 2002 web corpus wn 056 gabrilovich and markovitch 2007 odp 065 gabrilovich and markovitch 2007 wikipedia 075 svm web corpus wn 078 table 9 comparison with previous work for wordsim353 ,0,1,0
the techniques used to solve this problem can be roughly classified into two main categories those relying on preexisting knowledge resources thesauri semantic networks taxonomies or encyclopedias alvarez and lim 2007 yang and powers 2005 hughes and ramage 2007 and those inducing distributional properties of words from corpora sahami and heilman 2006 chen et al 2006 bollegala et al 2007 ,0,1,0
we further note that our results are different from that of hughes and ramage 2007 as they use extensive feature engineering and weight tuning during the graph generation process that we have not been able to reproduce ,0,1,0
hughes and ramage 2007 described the use of a biased pagerank over the wordnet graph to compute word pair semantic relatedness using the divergence of the probability values over the graph created by each word ,0,1,0
it is often straightforward to obtain large amounts of unlabeled data making semisupervised approaches appealing previous work on semisupervised methods for dependency parsing includes smith and eisner 2007 koo et al 2008 wang et al 2008 ,0,1,0
smith and eisner 2007 apply entropy regularization to dependency parsing ,0,1,0
recently a number of machine learning approaches have been proposed zettlemoyer and collins 2005 mooney 2007 ,0,1,0
there has thus been a trend recently towards robust widecoverage semantic construction eg bos et al 2004 zettlemoyer and collins 2007 ,0,1,0
1 introduction recent work in learning semantics has focused on mapping sentences to meaning representations eg some logical form given aligned sentencemeaning pairs as training data ge and mooney 2005 zettlemoyer and collins 2005 zettlemoyer and collins 2007 lu et al 2008 ,0,1,0
a number of systems for automatically learning semantic parsers have been proposed ge and mooney 2005 zettlemoyer and collins 2005 wong and mooney 2007 lu et al 2008 ,0,1,0
our starting point is the work done by zettlemoyer and collins on parsing using relaxed ccg grammars zettlemoyer and collins 2007 zc07 ,0,1,0
practically the grammar relaxation is done via the introduction of nonstandard ccg rules zettlemoyer and collins 2007 ,0,1,0
general grammars with infinite numbers of nonterminals were studied by liang et al 2007b ,0,1,0
our work differs from these previous approaches in that we explicitly model a prior over grammars within a bayesian framework4 models of grammar refinement petrov et al 2006 liang et al 2007 finkel et al 2007 also aim to automatically learn latent structure underlying treebanked data ,0,1,0
first we can construct an infinite number of more specialized pcfgs by splitting or refining the pcfgs nonterminals into increasingly finer states this leads to the ipcfg or infinite pcfg liang et al 2007 ,0,1,0
first we can let the number of nonterminals grow unboundedly as in the infinite pcfg where the nonterminals of the grammar can be indefinitely refined versions of a base pcfg liang et al 2007 ,0,1,0
wikipedia first sentence wikifs kazama and torisawa 2007 used wikipedia as an external knowledge to improve named entity recognition ,1,0,0
recently wikipedia is emerging as a source for extracting semantic relationships suchanek et al 2007 kazama and torisawa 2007 ,0,1,0
41 extraction from definition sentences definition sentences in the wikipedia article were used for acquiring hyponymy relations by kazama and torisawa 2007 for named entity recognition ,0,1,0
hyponymy relations were extracted from definition sentences herbelot and copestake 2006 kazama and torisawa 2007 ,0,1,0
although this wikipedia gazetteer is much smaller than the english version used by kazama and torisawa 2007 that has over 2000000 entries it is the largest gazetteer that can be freely used for japanese ner ,0,0,1
we follow the method used by kazama and torisawa 2007 which encodes the matching with a gazetteer entity using iob tags with the modication for japanese ,0,1,0
first the wikipedia gazetteer improved the accuracy as expected ie it reproduced the result of kazama and torisawa 2007 for japanese ner ,0,1,0
the previous studies with the exception of kazama and torisawa 2007 used smaller gazetteers than ours ,0,1,0
we also compared the cluster gazetteers with the wikipedia gazetteer constructed by following the method of kazama and torisawa 2007 ,0,1,0
some regarded wikipedia as the corpora and applied handcrafted or machinelearned rules to acquire semantic relations herbelot and copestake 2006 kazama and torisawa 2007 ruizcasado et al 2005 nastase and strube 2008 sumida et al 2008 suchanek et al 2007 ,0,1,0
kazama and torisawa 2007 explores the first sentence of an article and identifies the first noun phrase following the verb be as a label for the article title ,0,1,0
as the most concise definition we take the first sentence of each article following kazama and torisawa 2007 ,0,1,0
it turns out that while problems of coverage and ambiguity prevent straightforward lookup injection of gazetteer matches as features in machinelearning based approaches is critical for good performance cohen 2004 kazama and torisawa 2007a toral and munoz 2006 florian et al 2003 ,0,1,0
recently toral and munoz 2006 kazama and torisawa 2007a have successfully constructed high quality and high coverage gazetteers from wikipedia ,1,0,0
ner proves to be a knowledgeintensive task and it was reassuring to observe that system resources used f1 lbjner wikipedia nonlocal features wordclass model 9080 suzuki and isozaki 2008 semisupervised on 1gword unlabeled data 8992 ando and zhang 2005 semisupervised on 27mword unlabeled data 8931 kazama and torisawa 2007a wikipedia 8802 krishnan and manning 2006 nonlocal features 8724 kazama and torisawa 2007b nonlocal features 8717 finkel et al 2005 nonlocal features 8686 table 7 results for conll03 data reported in the literature ,0,1,0
4 semantic class induction from wikipedia wikipedia has recently been used as a knowledge source for various language processing tasks including taxonomy construction ponzetto and strube 2007a coreference resolution ponzetto and strube 2007b and english ner eg bunescu and pasca 2006 cucerzan 2007 kazama and torisawa 2007 watanabe et al ,0,1,0
some of these have been previously employed for various tasks by gabrilovich and markovitch 2006 overell and ruger 2006 cucerzan 2007 and suchanek et al ,0,1,0
wu and weld 2007 and cucerzan 2007 calculate the overlap between contexts of named entities and candidate articles from wikipedia using overlap ratios or similarity scores in a vector space model respectively ,0,1,0
test additional resources jesscm crfhmm 9448 8992 1gword unlabeled data 9366 8936 37mword unlabeled data ando and zhang 2005 9315 8931 27mword unlabeled data florian et al 2003 9387 8876 own large gazetteers 2mword labeled data suzuki et al 2007 na 8841 27mword unlabeled data sup ,0,1,0
24 comparison with hybrid model ssl based on a hybrid generativediscriminative approach proposed in suzuki et al 2007 has been defined as a loglinear model that discriminatively combines several discriminative models pdi and generative models pgj such that ryx producttext i p di yxii producttext j p gj xjyjj summationtext y producttext i p di yxii producttext j p gj xjyjj where iii1 and iii1jijji1 ,0,1,0
as a solution a given amount of labeled training data is divided into two distinct sets ie 45 for estimating and the 667 remaining 15 for estimating suzuki et al 2007 ,0,1,0
networks toutanova et al 2003 9724 svm gimenez and marquez 2003 9705 me based a bidirectional inference tsuruoka and tsujii 2005 9715 guided learning for bidirectional sequence classification shen et al 2007 9733 adaboostsdf with candidate features 21100 wdist 9732 adaboostsdf with candidate features 21010 fdist 9732 svm with candidate features c01 d2 9732 text chunking f1 regularized winnow full parser output zhang et al 2001 9417 svmvoting kudo and matsumoto 2001 9391 aso unlabeled data ando and zhang 2005 9439 crfrerankingkudo et al 2005 9412 me based a bidirectional inference tsuruoka and tsujii 2005 9370 laso approximate large margin update daume iii and marcu 2005 944 hysol suzuki et al 2007 9436 adaboostsdf with candidate featuers 21 wdist 9432 adaboostsdf with candidate featuers 21010wdist 9430 svm with candidate features c1 d2 9431 one of the reasons that boostingbased classifiers realize faster classification speed is sparseness of rules ,0,1,0
in the first a separate language model is trained on each column of the database and these models are then used to segment and label a given text sequence agichtein and ganti 2004 canisius and sporleder 2007 ,0,1,0
in the second pass 5gram and 6gram zerocutoff stupidbackoff brants et al 2007 language models estimated using 47 billion words of english newswire text are used to generate lattices for phrasal segmentation model rescoring ,0,1,0
5gram word language models in english are trained on a variety of monolingual corpora brants et al 2007 ,0,1,0
we conclude by noting that english language models currently used in speech recognition chelba and jelinek 1999 and automated language translation brants et al 2007 are much more powerful employing for example 7gram word models not letter models trained on trillions of words ,1,0,0
this was expected as it has been observed before that very simple smoothing techniques can perform well on large data sets such as web data brants et al 2007 ,0,1,0
in nlp community it has been shown that having more data results in better performance ravichandran et al 2005 brants et al 2007 turney 2008 ,0,1,0
to scale lms to larger corpora with higherorder dependencies researchers work completed while this author was at google inc have considered alternative parameterizations such as classbased models brown et al 1992 model reduction techniques such as entropybased pruning stolcke 1998 novel represention schemes such as suffix arrays emami et al 2007 golomb coding church et al 2007 and distributed language models that scale more readily brants et al 2007 ,1,0,0
previous work brants et al 2007 has shown it to be appropriate to largescale language modeling ,0,1,0
emami et al 2007 brants et al 2007 church et al 2007 ,0,1,0
we use the distributed training and application infrastructure described in brants et al 2007 with modifications to allow the training of predictive classbased models and their application in the decoder of the machine translation system ,0,1,0
759 for all models used in our experiments both wordand classbased the smoothing method used was stupid backoff brants et al 2007 ,0,1,0
classbased ngram models have also been shown to benefit from their reduced number of parameters when scaling to higherorder ngrams goodman and gao 2000 and even despite the increasing size and decreasing sparsity of language model training corpora brants et al 2007 classbased ngram models might lead to improvements when increasing the ngram order ,0,1,0
either pruning stolcke 1998 church et al 2007 or lossy randomizing approaches talbot and brants 2008 may result in a compact representation for the application runtime ,0,1,0
to support distributed computation brants et al 2007 we further split the ngram data into shards by hash values of the first bigram ,0,1,0
phrasebased mt systems are straightforward to train from parallel corpora koehn et al 2003 and like the original ibm models brown et al 1990 benefit from standard language models built on large monolingual targetlanguage corpora brants et al 2007 ,0,1,0
for our contrast submission we rescore the firstpass translation lattices with a large zerocutoff stupidbackoff brants et al 2007 language model estimated over approximately five billion words of newswire text ,0,1,0
decoding is carriedout using the moses decoder koehn and hoang 2007 ,0,1,0
5 smt experiments 51 experimental setup we used publicly available resources for all our tests for decoding we used moses koehn and hoang 2007 and our parallel data was taken from the spanishenglish section of europarl ,0,1,0
koehn and hoang 2007 propose factored translation models which extend phrasebased statistical machine translation by allowing the integration of additional morphological features at the word level ,0,1,0
24 factor model decomposition factored translation models koehn and hoang 2007 extend the phrasebased model by integrating word level factors into the decoding process ,0,1,0
41 training the training procedure is identical to the factored phrasebased training described in koehn and hoang 2007 ,0,1,0
the reader is referred to koehn and hoang 2007 koehn et al 2007 for detailed information about phrasebased statistical machine translation ,0,1,0
decoding is carriedout using the moses decoder koehn and hoang 2007 ,0,1,0
initial results show the potential benefit of factors for statistical machine translation koehn et al 2006 and koehn and hoang 2007 ,0,1,0
in their presentation of the factored smt models koehn and hoang 2007 describe experiments for translating from english to german spanish and czech using morphology tags added on the morphologically rich side along with pos tags ,0,1,0
the model is defined mathematically koehn and hoang 2007 as following pfe 1zexp nsummationdisplay i1 ihife 1 where i is a vector of weights determined during a tuning process and hi is the feature function ,0,1,0
chiang 2005 distinguishes statistical mt approaches that are syntactic in a formal sense going beyond the nitestate underpinnings of phrasebased models from approaches that are syntactic in a linguistic sense ie taking advantage of a priori language knowledge in the form of annotations derived from human linguistic analysis or treebanking1 the two forms of syntactic modeling are doubly dissociable current research frameworks include systems that are nite state but informed by linguistic annotation prior to training eg koehn and hoang 2007 birch et al 2007 hassan et al 2007 and also include systems employing contextfree models trained on parallel text without bene t of any prior linguistic analysis eg ,0,1,0
we also report on applying factored translation models koehn and hoang 2007 for englishtoarabic translation ,0,1,0
any way to enforce linguistic constraints will result in a reduced need for data and ultimately in more complete models given the same amount of data koehn and hoang 2007 ,0,1,0
therefore including a model based on surface forms as suggested koehn and hoang 2007 is also necessary ,0,1,0
 truecase 207 04 278 02 table 2 impact of truecasing on casesensitive bleu in a more integrated approach factored translation models koehn and hoang 2007 allow us to consider grammatical coherence in form of partofspeech language models ,0,1,0
321 factored treelet translation labels of nodes at the tlayer are not atomic but consist of more than 20 attributes representing various linguistic features3 we can consider the attributes as individual factors koehn and hoang 2007 ,0,1,0
in order to generate a value for each targetside factor we use a sequence of mapping steps similar to koehn and hoang 2007 ,0,1,0
furthermore the bleu score performance suggests that our model is not very powerful but some interesting hints can be found in table 3 when we compare our method with a 5gram language model to a stateoftheart system moses koehn and hoang 2007 based on various evaluation metrics including bleu score nist score doddington 2002 meteor banerjee and lavie 2005 ter snover et al 2006 wer and per ,1,0,0
some research into factored machine translation has been published by koehn and hoang 2007 ,0,1,0
we believe that other kinds of translationunit such as ngram jos et al 2006factoredphrasaltranslationkoehn and hoang 2007 or treelet quirk et al 2005 can be used in this method ,0,1,0
a tight integration of morphosyntactic information into the translation model was proposed by koehn and hoang 2007 where lemma and morphological information are translated separately and this information is combined on the output side to generate the translation ,0,1,0
unlike with factored models koehn and hoang 2007 or additional translation lexicons schwenk et al 2008 we do not generate the surface form back from the lemma translation which means that tense gender and number information are 151 newsdev2009a representation oov meteor bleu nist baseline surface form only 224 4905 2045 6135 decoding lemma backoff 213 4912 2044 6143 word alignment lemmapos for all 224 4887 2036 6145 lemmapos for adj 225 4894 2046 6131 lemmapos for verbs 221 4905 2047 6137 decoding alignment backoff all 210 4897 2036 6147 backoff adj 212 4905 2048 6140 backoff verbs 208 4915 2050 6148 newsdev2009b representation oov meteor bleu nist baseline surface form only 252 4960 2110 6211 decoding lemma backoff 243 4966 2102 6210 word alignment lemmapos for all 253 4956 2103 6199 lemmapos for adj 252 4974 2100 6213 lemmapos for verbs 247 4973 2110 6217 decodingalignment backoff all 244 4959 2092 6194 backoff adj 243 4980 2103 6217 backoff verbs 239 4980 2103 6217 table 2 evaluation of the decoding backoff strategy the modified word alignment strategy and their combination input meme sil demissionnait la situation ne changerait pas ,0,1,0
many strategies have been proposed to integrate morphology information in smt including factored translation models koehn and hoang 2007 adding a translation dictionary containing inflected forms to the training data schwenk et al 2008 entirely replacing surface forms by representations built on lemmas and pos tags popovic and ney 2004 morphemes learned in an unsupervised manner virpojia et al 2007 and using porter stems and even 4letter prefixes for word alignment watanabe et al 2006 ,0,1,0
partofspeech language model we use factored translation models koehn and hoang 2007 to also output partofspeech tags with each word in a single phrase mapping and run a second ngram model over them ,0,1,0
another technique used was to filter sentences of the outofdomain corpus based on their similarity to the target domain as predicted by a classifier dredze et al 2007 ,0,1,0
as with many domain adaptation problems it is quite helpful to have some annotated target data especially when annotation styles vary dredze et al 2007 ,0,1,0
the problem itself has started to get attention only recently roark and bacchiani 2003 hara et al 2005 daume iii and marcu 2006 daume iii 2007 blitzer et al 2006 mcclosky et al 2006 dredze et al 2007 ,0,1,0
2 motivation and prior work while several authors have looked at the supervised adaptation case there are less and especially less successful studies on semisupervised domain adaptation mcclosky et al 2006 blitzer et al 2006 dredze et al 2007 ,0,1,0
dredze et al yielded the second highest score1 in the domain adaptation track dredze et al 2007 ,0,1,0
dredze et al also indicated that unlabeled dependency parsing is not robust to domain adaptation dredze et al 2007 ,0,1,0
it is important to realize that the output of all mentioned processing steps is noisy and contains plenty of mistakes since the data has huge variability in terms of quality style genres domains etc and domain adaptation for the nlp tasks involved is still an open problem dredze et al 2007 ,0,1,0
based on annotation differences in the datasets dredze et al 2007 and a bug in their system shimizu and nakagawa 2007 their results are inconclusive ,0,1,0
