CITATION,Positive,Objective,Negative
for example the sets of tags and rule labels have been clustered by our team grmmtrian while a vocabulary of about 60000 words has been clustered by machine brown et al 1992 ushioda 1996a ushioda 1996b ,0,1,0
many authors claim that classbased methods are more robust against data sparseness problems dagan1994 pereira 1993 brown et al 1992 ,0,1,0
brown et al 1992 ,0,1,0
in contrast approaches to wsd attempt to take advantage of many different sources of information eg see mcroy 1992 ng and lee 1996 bruce and wiebe 1994 it seems possible to obtain benefit from sources ranging from local collocational clues yarowsky 1993 to membership in semantically or topically related word classes arowsky 1992 resnik 1993 to consistency of word usages within a discourse gale et al 1992 and disambignation seems highly lexically sensitive in effect requiring specialized disamhignators for each polysemous word ,0,1,0
their weights are calculated by deleted interpolation brown et al 1992 ,0,1,0
cutting et al 1992 feldweg 1995 the tagger for grammatical functions works with lexical and contextual probability measures pq ,0,1,0
aggregate models based on higherorder ngrams brown et al 1992 might be able to capture multiword structures such as noun phrases ,0,1,0
in section 2 we examine aggregate markov models or classbased bigram models brown et al 1992 in which the mapping from words to classes 81 is probabilistic ,0,1,0
though several algorithms brown et al 1992 pereira tishby and lee 1993 have been proposed 100 9o 80 4o 20 1000 goo 80 41111 2 5 10 15 20 25 30 5 10 15 20 25 30 iteration of em iteration of em a b figure 1 plots of a training and b test perplexity versus number of iterations of the em algorithm for the aggregate markov model with c 32 classes ,0,1,0
our approach differs in important ways from the use of hidden markov models hmms for classbased language modeling jelinek et al 1992 ,0,1,0
in practice texts contain an enormous number of word sequences brown et al 1992 only a tiny fraction of which are nccs and it takes considerable computational effort to induce each translation model ,0,1,0
various methods are based on mutual information between classes see brown et al 1992 mcmahon and smith 1996 kneser and ney 1993 jardino and adda 1993 martin liermann and ney 1995 ueberla 1995 ,0,1,0
another application of hard clustering methods in particular bottomup variants is that they can also produce a binary tree which can be used for decisiontree based systems such as the spatter parser magerman 1995 or the atr decisiontree partofspeech tagger black et al 1992 ushioda 1996 ,0,1,0
as with similar work eg brown et al 1992 the size of the corpus makes preprocessing such as lemmatization pos tagging or partial parsing too costly ,0,0,1
while schiitze and pedersen 1993 brown et al 1992 and futrelle and gauch 1993 all demonstrate the ability of their systems to identify word similarity using clustering on the most frequently occurring words in their corpus only grefenstette 1992 demonstrates his system by generating word similarities with respect to a set of target words ,0,1,0
this is in contrast to work by researchers such as schiitze and pedersen 1992 brown et al 1992 and futrelle and gauch 1995 where it is often the most frequent words in the lexicon which are clustered predominantly with the purpose of determining their grammatical classes ,0,1,0
while previous researchers have used agglomerative nesting clustering eg brown et al 1992 futrelle and gauch 1993 comparisons with our work are difficult to draw due to their use of the 1000 commonest words from their respective corpora ,0,1,0
in brown et al 1992 the authors provide some sample subtrees resulting from such a 1000word clustering ,0,1,0
precursors to this work include pereira et al 1993 brown et al 1992 brill kapur 1993 jelinek 1990 and brill et al 1990 and as applied to child language acquisition finch chater 1992 ,0,1,0
clustering algorithms have been previously shown to work fairly well for the classification of words into syntactic and semantic classes brown et al 1992 but determining the optimum number of classes for a hierarchical cluster tree is an ongoing difficult problem particularly without prior knowledge of the item classification ,0,0,1
the fact that information consisting of nothing more than bigrams can capture syntactic information about english has already been noted by brown et al 1992 ,0,1,0
in the link grammar framework lagerty et al 1992 della pietra et al 1994 strictly local contexts are naturally combined with longdistance information coming from longrange trigrams ,0,1,0
most clustering schemes etal 1992 kneser and ney 1993 pereira et al 1993 mccandless and glass 1993 bellegarda et al 1996 saul and pereira 1997 use the average entropy reduction to decide when two words fall into the same cluster ,0,1,0
cutting et al 1992 feldweg 1995 the tagger for grammatical functions works with lexical 1 selbst besucht adv vvpp himself visited hat peter sabine vafin ne ne has peter sabine peter never visited sabine himself l hie adv never figure 2 example sentence and contextual probability measures po depending on the category of a mother node q ,0,1,0
black et al 1992 magerman 1994 and view the pos tags and word identities as two separate sources of information ,0,1,0
7another related measure is dunning 1993s likelihood ratio tests for binomial and multinomial distributions which are claimed to be effective even with very much smaller volumes of text than is necessary for other tests based on assumed normal distributions ,1,0,0
for example in the context of syntactic disambiguation black 1993 and magerman 1995 proposed statistical parsing models basedon decisiontree learning techniques which incorporated not only syntactic but also lexicalsemantic information in the decisiontrees ,0,1,0
e max fl f e 23 11 y now the problem of learning probabilistic subcategorization preference is stated as for every verbnoun collocation e in c estimating the probability distribution pfl 6resnik 1993 applys the idea of the kl distance to measuring the association of a verb v and its object noun class c our definition of ekt corresponds to an extension of resniks association score which considers dependencies of more than one casemarkers in a subcategorization frame ,0,1,0
toiletbathroom since the word facility is the subject of employ and is modified by new in 3 we retrieve other words that appeared in the same contexts and obtain the following two groups of selectors the log a column shows the likelihood ratios dunning 1993 of these words in the local contexts subjects of employ with top20 highest likelihood ratios word freq iogk word freq org 64 504 plant 14 310 company 27 286 operation 8 230 industry 9 146 firm 8 135 pirate 2 121 unit 9 932 shift 3 848 postal service 2 773 machine 3 656 corporation 3 647 manufacturer 3 621 insurance company 2 606 aerospace 2 581 memory device 1 579 department 3 555 foreign office 1 541 enterprise 2 539 pilot 2 537 org includes all proper names recognized as organizations 18 modifiees of new with top20 highest likelihood ratios word freq logk post 432 9529 issue 805 9028 product 675 8886 rule 459 8758 law 356 5415 technology 237 3827 generation 150 3232 model 207 3193 job 260 2692 system 318 2518 word freq log bonds 223 2454 capital 178 2418 order 228 2365 version 158 2237 position 236 2073 high 152 2012 contract 279 1981 bill 208 1949 venture 123 1937 program 283 1838 since the similarity between sense 1 of facility and the selectors is greater than that of other senses the word facility in 3 is tagged sense the key innovation of our algorithm is that a polysemous word is disambiguated with past usages of other words ,0,1,0
the problem of choosing an appropriate level in the hierarchy at which to represent a particular noun sense given a predicate and argument position has been investigated by resnik 1993 li and abe 1998 and llibas 1995 ,0,1,0
for instance mutual information church ct al 1990 and the loglikelihood dunning 1993 methods for extracting word bigrams have been widely used ,1,0,0
we adopted loglikelihood ratio danning 1993 which gave the best pertbrmance among crude noniterative methods in our test experiments 6 ,0,1,0
mutual infornaation involves a problem in that it is overestimated for lowfrequency terms iunning 1993 ,0,1,0
several techniques and results have been reported on learning subcategorization frames sfs from text corpora webster and marcus 1989 brent 1991 brent 1993 brent 1994 ushioda et al 1993 manning 1993 ersan and charniak 1996 briscoe and carroll 1997 carroll and minnen 1998 carroll and rooth 1998 ,0,1,0
using the values computed above pl 7tl k2 p2 77 2 kl k2 p 7z 1 it 2 taking these probabilities to be binomially distributed the log likelihood statistic dunning 1993 is given by 2 log a 2log lpt kl rtl log lp2 k2 rl2 log lp kl n2 log lp k2 n2 where log lp n k k logp z klog1 p according to this statistic tile greater the value of 2 log a for a particular pair of observed frame and verb the more likely that frame is to be valid sf of the verb ,0,1,0
5 comparison with related work preliminary work on sf extraction from coqora was done by brent 1991 brunt 1993 brent 1994 and webster and marcus 1989 ushioda et al 1993 ,0,1,0
however dunning 1993 pointed out that for the purpose of corpus statistics where the sparseness of data is an important issue it is better to use the loglikelihood ratio ,0,1,0
we describe the experiment in greater detail 2the particular verbs selected were looked up in levin 1993 and the class for each verb in the classification system defined in stevenson and merlo 1997 was selected with some discussion with linguists ,0,1,0
for example in john saw mary yesterday at the station only john and mary are required arguments while the other constituents are optional adjuncts3 the problem of sf identification using statistical methods has had a rich discussion in the literature ushioda et al 1993 manning 1993 briscoe and carroll 1997 brent 1994 also see the refences cited in sarkar and zeman 2000 ,0,1,0
for instance the mutual information church et al 1990 and loglikelihood ratio dunning 1993 cohen 1995 have been widely used for extracting word bigrams ,1,0,0
in order to avoid this problem we implemented a simple bootstrapping procedure in which a seed data set of 100 instances of each of the eight categories was hand tagged and used to generate a decision list classifier using the c45 algorithm quinlan 1993 with the word frequency and topic signature features described below ,0,1,0
the topic signatures are automatically generated for each specific term by computing the likelihood ratio score between two hypotheses dunning 1993 ,0,1,0
the scores were then weighted by the inverse of their height in the tree and then summed together similarly to the procedure in resnik 1993 ,0,1,0
methods 41 experiment 1 held out data to examine the generalizability of classifiers trained on the automatically generated data a c45 decision tree classifier quinlan 1993 was trained and tested on the held out test set described above ,0,1,0
each word i in the context vector of w is then weighted with a measure of its association with w we chose the loglikelihood ratio test dunning 1993 to measure this association the context vectors of the target words are then translated with our general bilingual dictionary leaving the weights unchanged when several translations are proposed by the dictionary we consider all of them with the same weight the similarity of each source word s for each target word t is computed on the basis of the cosine measure the similarities are then normalized to yield a probabilistic translation lexicon pts ,0,1,0
31 the likelihood ratio we adopted a method for collocation discovery based on the likelihood ratio dunning 1993 ,0,1,0
its distribution is asymptotic to a 2 distribution and can hence be used as a test statistic dunning 1993 ,0,1,0
3 0 log 2 log a lh lh 1 problems for an unscaled log approach although log identifies collocations much better than competing approaches dunning 1993 in terms of its recall it suffers from its relatively poor precision rates ,1,0,0
we have begun experimenting with log likelihood ratio dunning 1993 as a thresholding technique ,0,1,0
we apply the log likelihood principle dunning 1993 to compute this score ,0,1,0
the measure of predictiveness we employed is log likelihood ratio with respect to the target variable dunning 1993 ,0,1,0
the candidates were then ranked according to the scores assigned by four association measures the loglikelihood ratio g2 dunning 1993 pearsons chisquared statistic x2 manning and schutze 1999 169172 the tscore statistic t church et al 1991 and mere cooccurrence frequency f4 tps were identified according to the definition of krenn 2000 ,0,1,0
smadja 1993 which is the classic work on collocation extraction uses a twostage filtering model in which in the first step ngram statistics determine possible collocations and in the second step these candidates are submitted to a syntactic valida7of course lexical material is always at least partially dependent on the domain in question ,0,1,0
almost all of these measures can be grouped into one of the following three categories a0 frequencybased measures eg based on absolute and relative cooccurrence frequencies a0 informationtheoretic measures eg mutual information entropy a0 statistical measures eg chisquare ttest loglikelihood dices coefficient the corresponding metrics have been extensively discussed in the literature both in terms of their mathematical properties dunning 1993 manning and schutze 1999 and their suitability for the task of collocation extraction see evert and krenn 2001 and krenn and evert 2001 for recent evaluations ,0,1,0
22 the choice of cooccurrence qeasure and matrix distance there c many alternatives to measure cooccurrence between two words x and y church 1990 dunning 1993 ,0,1,0
as association measure we apply loglikelihood ratio dunning 1993 to normalized frequency ,0,1,0
beside simple cooccurrence counts within sliding windows other soa measures include functions based on tfidf fung and yee 1998 mutual information pmi lin 1998 conditional probabilities schuetze and pedersen 1997 chisquare test and the loglikelihood ratio dunning 1993 ,0,1,0
many studies on collocation extraction are carried out based on cooccurring frequencies of the word pairs in texts choueka et al 1983 church and hanks 1990 smadja 1993 dunning 1993 pearce 2002 evert 2004 ,0,1,0
thus the alignment set is denoted as 1 ialiaia ii we adapt the bilingual word alignment model ibm model 3 brown et al 1993 to monolingual word alignment ,0,1,0
one popular and statistically appealing such measure is loglikelihood ll dunning 1993 ,1,0,0
for example in this work we use loglikelihood ratio dunning 1993 to determine the soa between a word sense and cooccurring words and cosine to determine the distance between two dpwss log likelihood vectors mcdonald 2000 ,0,1,0
this further supports the claim by dunning 1993 that loglikelihood ratio is much less sensitive than pmi to low counts ,1,0,0
we then scored each query pair q1q2 in this subset using the loglikelihood ratio llr dunning 1993 between q1 and q2 which measures the mutual dependence within the context of web search queries jones et al 2006a ,0,1,0
the significance values are obtained using the loglikelihood measure assuming a binomial distribution for the unrelatedness hypothesis dunning 1993 ,0,1,0
as a result we can use collocation measures like pointwise mutual information church and hanks 1989 or the loglikelihood ratio dunning 1993 to predict the strong association for a given cue ,0,1,0
by default the loglikelihood ratio measure llr is proposed since it was shown to be particularly suited to language data dunning 1993 ,1,0,0
collocation map that is first suggested in itan 1993 is a sigmoid belief network with words as probabilistic variables ,0,1,0
the problem is due to the assumption of normality in naive frequency based statistics according to dunning 1993 ,0,1,0
proceedings of eacl 99 determinants of adjectivenoun plausibility maria lapata and scott mcdonald and frank keller school of cognitive science division of informatics university of edinburgh 2 buccleuch place edinburgh eh8 9lw uk mlap scottm keller cogsciedacuk abstract this paper explores the determinants of adjectivenoun plausibility by using correlation analysis to compare judgements elicited from human subjects with five corpusbased variables cooccurrence frequency of the adjectivenoun pair noun frequency conditional probability of the noun given the adjective the loglikelihood ratio and resniks 1993 selectional association measure ,0,1,0
conditional probability the loglikelihood ratio and resniks 1993 selectional association measure were also significantly correlated with plausibility ratings ,0,1,0
the research presented in this paper is similar in motivation to resniks 1993 work on selectional restrictions ,0,1,0
we employ the loglikelihood ratio as a measure of the collocational status of the adjectivenoun pair dunning 1993 daille 1996 ,0,1,0
we estimated the probabilities pc i pi and pc similarly to resnik 1993 by using relative frequencies from the bnc together with wordnet miller et al 1990 as a source of taxonomic semantic class information ,0,1,0
many studies focus on rare words dunning 1993 moore 2004 butterflies are more interesting than moths ,0,1,0
several other measures like loglikelihood dunning 1993 pearsons a2a4a3 church et al 1991 zscore church et al 1991 cubic association ratio mi3 etc have been also proposed ,0,1,0
5httpclcsokayamauacjprsc jacabit a4a6a5 which gathers the set of cooccurrence units a7 associated with the number of times that a7 and a2 occur together a8a6a9a10a9 a5 a11 in order to identify speci c words in the lexical context and to reduce wordfrequency effects we normalize context vectors using an association score such as mutual information fano 1961 or loglikelihood dunning 1993 ,0,1,0
4 pattern switching the compositional translation presents problems which have been reported by baldwin and tanaka 2004 brown et al 1993 fertility swts and mwts are not translated by a term of a same length ,0,1,0
all the enumerated segment pairs are listed in the following table feature xy feature xy am11 c1 c0 am21 c2c1 c0 am12 c1 c0c1 am22 c2c1 c0c1 am13 c1 c0c1c2 am31 c3c2c1 c0 we use dunnings method dunning 1993 because it does not depend on the assumption of normality and it allows comparisons to be made between the signiflcance of the occurrences of both rare and common phenomenon ,1,0,0
choueka 1988 regarded mwe as connected collocations a sequence of neighboring words whose exact meaning cannot be derived from the meaning or connotation of its components which means that mwes also have low st as some pioneers provide mwe identiflcation methods which are based on association metrics am such as likelihood ratio dunning 1993 ,0,1,0
due to the parameter interdependencies introduced by the onetoone assumption we are unlikely to find a method for decomposing the assignments into parameters that can be estimated independently of each other as in brown et al 1993b equation 26 ,0,1,0
bilingual lexicographers can work with bilingual concordancing software that can point them to instances of any link type induced from a bitext and display these instances sorted by their contexts eg simard foster and perrault 1993 ,0,1,0
the performance of crosslanguage information retrieval with a uniform t is likely to be limited in the same way as the performance of conventional information retrieval without termfrequency information ie where the system knows which terms occur in which documents but not how often buckley 1993 ,0,1,0
1993b this model is symmetric because both word bags are generated together from a joint probability distribution ,0,1,0
dunning 1993 has called attention to the loglikelihood ratio g 2 as appropriate for the analysis of such contingency tables especially when such contingency tables concern very low frequency words ,0,1,0
dunning 1993 argues for the use of g 2 rather than x 2 based on an analysis of the sampling distributions of g 2 and x 2 and results obtained when using the statistics to acquire highly associated bigrams ,0,1,0
8 an alternative formula for g 2 is given in dunning 1993 but the two are equivalent ,0,1,0
dunning 1993 argues for the use of g 2 rather than x 2 based on the claim that the sampling distribution of g 2 approaches the true chisquare distribution quicker than the sampling distribution of x 2 however agresti 1996 page 34 makes the opposite claim the sampling distributions of x 2 and g 2 get closer to chisquared as the sample size n increasesthe convergence is quicker for x 2 than g 2 in addition pedersen 2001 questions whether one statistic should be preferred over the other for the bigram acquisition task and cites cressie and read 1984 who argue that there are some cases where the pearson statistic is more reliable than the loglikelihood statistic ,0,1,0
alternative classbased estimation methods the approaches used for comparison are that of resnik 1993 1998 subsequently developed by ribas 1995 and that of li and abe 1998 which has been adopted by mccarthy 2000 ,0,1,0
the example paper we use throughout the article is f pereira n tishby and l lees distributional clustering of english words acl1993 cmp lg9408011 it was chosen because it is the paper most often cited within our collection ,0,1,0
we measured associations using the loglikelihood measure dunning 1993 for each combination of target category and semantic class by converting each cell of the contingency into a 22 contingency table ,0,1,0
there are good reasons for using such a handcrafted genrespecific verb lexicon instead of a general resource such as wordnet or levins 1993 classes many verbs used in the domain of scientific argumentation have assumed a specialized meaning which our lexicon readily encodes ,0,1,0
5 the semcor collection miller et al 1993 is a subset of the brown corpus and consists of 352 news articles distributed into three sets in which the nouns verbs adverbs and adjectives have been manually tagged with their corresponding wordnet senses and partofspeech tags using brills tagger 1995 ,0,1,0
introduction the automated analysis of large corpora has many useful applications church and mercer 1993 ,0,1,0
in the usual case considered by dunning 1993 and discussed by manning and sch utze 1999 the righthand side of the equation is larger than the lefthand side ,0,1,0
a period should therefore be interpreted as an abbreviation marker and not as a sentence boundary marker if the two tokens surrounding it can indeed be considered as a collocation according to dunnings 1993 original loglikelihood ratio amended with the onesidedness constraint introduced in section 22 ,0,1,0
for english we have used sections 0306 of the wsj portion of the penn treebank marcus santorini and marcinkiewicz 1993 distributed by the linguistic data consortium ldc which have frequently been used to evaluate sentence boundary detection systems before compare section 7 ,0,1,0
the usefulness of likelihood ratios for collocation detection has been made explicit by dunning 1993 and has been confirmed by an evaluation of various collocation detection methods carried out by evert and krenn 2001 ,0,1,0
21 likelihood ratios in the typebased stage the loglikelihood ratio by dunning 1993 tests whether the probability of a word is dependent on the occurrence of the preceding word type ,0,1,0
one could use the estimated cooccurrences from a small sample to compute the test statistics most commonly pearsons chisquared test the likelihood ratio test fishers exact test cosine similarity or resemblance jaccard coefficient dunning 1993 manning and schutze 1999 agresti 2002 moore 2004 ,0,1,0
the third function is an original variant of the second the fourth is original and the fifth is prompted by the arguments of dunning 1993 ,0,1,0
lexical collocation functions especially those determined statistically have recently attracted considerable attention in computational linguistics calzolari and bindi 1990 church and hanks 1990 sekine et al 1992 hindle and rooth 1993 mainly though not exclusively for use in disambiguation ,0,1,0
dunning 1993 also used windows of size 2 which corresponds to word bigrams ,0,1,0
33 syntax based approach an alternative to the window and documentoriented approach is to use syntactical information grefenstette 1993 ,0,1,0
dunning 1993 used a likelihood ratio to test word similarity under the assumption that the words in text have a binomial distribution ,0,1,0
1 introduction many different statistical tests have been proposed to measure the strength of word similarity or word association in natural language texts dunning 1993 church and hanks 1990 dagan et al 1999 ,0,1,0
the chunker is trained on the answer side of the training corpus in order to learn 2 and 3word collocations defined using the likelihood ratio of dunning 1993 ,0,1,0
for comparing the sentence generator sample to the english sample we compute loglikelihood statistics dunning 1993 on neighboring words that at least cooccur twice ,0,1,0
we use the loglikelihood ratio for determining significance as in dunning 1993 but other measures are possible as well ,0,1,0
schtze 1993 is not suited to highly skewed distributions omnipresent in natural language ,0,1,0
throughout the likelihood ratio dunning 1993 is used as significance measure because of its stable performance in various evaluations yet many more measures are possible ,1,0,0
we then ranked the collected query pairs using loglikelihoodratiollrdunning 1993 whichmeasures the dependence between q1 and q2 within the context of web queries jones et al 2006b ,0,1,0
the remarks on the a3 a4 measure in dunning 1993 ,0,1,0
substituting the probabilities in the pmi formula with the previously introduced web statistics we obtain a15a17a16a25a18a26a11a22a21 qspa49a6a50a22a51a6a52 aspa24 a15a17a16a25a18a26a11a22a21 qspa24a56a55a57a15a33a16a19a18a26a11a6a21 aspa24 a55 a38 a1a6a39a17a34a40a1a8a41a45a43a46a11 maximal likelihood ratio mlhr is also used for word cooccurrence mining dunning 1993 ,0,1,0
proceedings of the 40th annual meeting of the association for in a key step for locating important sentences neats computes the likelihood ratio dunning 1993 to identify key concepts in unigrams bigrams and trigrams1 using the ontopic document collection as the relevant set and the offtopic document collection as the irrelevant set ,0,1,0
these methods often involve using a statistic such as 2 gale and church 1991 or the log likelihood ratio dunning 1993 to create a score to measure the strength of correlation between source and target words ,0,1,0
these constraints tie words in such a way that the space of alignments cannot be enumerated as in ibm models 1 and 2 brown et al 1993 ,0,1,0
each element of the resulting vector was replaced with its loglikelihood value see definition 10 in section 23 which can be considered as an estimate of how surprising or distinctive a cooccurrence pair is dunning 1993 ,0,1,0
our approach was to identify a parallel corpus of manually and automatically transcribed documents the tdt2 corpus and then use a statistical approach dunning 1993 to identify tokens with significantly table 5 impact of recall and precision enhancing devices ,0,1,0
neats computes the likelihood ratio dunning 1993 to identify key concepts in unigrams bigrams and trigrams and clusters these concepts in order to identify major subtopics within the main topic ,0,1,0
we have 21 21 trictrictric trictritri erpercpercp ecrcpecp 6 assumption 2 for an english triple tri e assume that i c only depends on 12 i i e and c r only depends on e r equation 6 is rewritten as 2211 21 ec trietrictrictritri rrpecpecp erpercpercpecp 7 notice that 11 ecp and 22 ecp are translation probabilities within triples they are different from the unrestricted probabilities such as the ones in ibm models brown et al 1993 ,0,1,0
to test whether a better set of initial parameter estimates can improve model 1 alignment accuracy we use a heuristic model based on the loglikelihoodratio llr statistic recommended by dunning 1993 ,0,1,0
in order to filter some noise caused by the error alignment links we only retain those translation pairs whose translation probabilities are above a threshold 1 d 1 or cooccurring frequencies are above a threshold 2 when we train the ibm statistical word alignment model with a limited bilingual corpus in the specific domain we build another translation dictionary with the same method as for the dictionary but we adopt a different filtering strategy for the translation dictionary we use loglikelihood ratio to estimate the association strength of each translation pair because dunning 1993 proved that loglikelihood ratio performed very well on smallscale data ,1,0,0
smadja 1993 also detailed techniques for collocation extraction and developed a program called xtract which is capable of computing flexible collocations based on elaborated statistical calculation ,0,1,0
2 statistical word alignment according to the ibm models brown et al 1993 the statistical word alignment model can be generally represented as in equation 1 ,0,1,0
 m aj j m j aj l i i l i ii m j j mlajdeft en pp m ap 01 11 1 2 0 0 0 pr 00 eef 3 1 a cept is defined as the set of target words connected to a source word brown et al 1993 ,0,1,0
in order to filter the noise caused by the error alignment links we only retain those translation pairs whose loglikelihood ratio scores dunning 1993 are above a threshold ,0,1,0
a variety of methods have been applied ranging from simple frequency justeson katz 1995 modified frequency measures such as cvalues frantzi anadiou mima 2000 maynard anadiou 2000 and standard statistical significance tests such as the ttest the chisquared test and loglikelihood church and hanks 1990 dunning 1993 and informationbased methods eg pointwise mutual information church hanks 1990 ,0,1,0
dunning 1993 or else as with mutual information eschew significance testing in favor of a generic informationtheoretic approach ,0,1,0
22 using loglikelihoodratios to estimate word translation probabilities our method for computing the probabilistic translation lexicon llrlex is based on the the log2httpwwwfjochcomgizahtml likelihoodratio llr statistic dunning 1993 which has also been used by moore 2004a 2004b and melamed 2000 as a measure of word association ,0,1,0
finally the loglikelihood ratios test henceforth llr dunning 1993 is applied on each set of pairs ,0,1,0
this metric tests the hypothesis that the probability of phrase is the same whether phrase has been seen or not by calculating the likelihood of the observed data under a binomial distribution using probabilities derived using each hypothesis dunning 1993 ,0,1,0
this method uses mutual information and loglikelihood which dunning 1993 used to calculate the dependency value between words ,0,1,0
to identify these termsweusetheloglikelihoodstatisticsuggested by dunning dunning 1993 and first used in summarization by lin and hovy hovy and lin 2000 ,0,1,0
partitioning 2 medium and low frequency words as noted in dunning 1993 loglikelihood statistics are able to capture word bigram regularities ,0,1,0
ii apply some statistical tests such as the binomial hypothesis test brent 1993 and loglikelihood ratio score dunning 1993 to sccs to filter out false sccs on the basis of their reliability and likelihood ,0,1,0
such measures as mutual information turney 2001 latent semantic analysis landauer et al 1998 loglikelihood ratio dunning 1993 have been proposed to evaluate word semantic similarity based on the cooccurrence information on a large corpus ,0,1,0
loglikelihood ratio g2 dunning 1993 with respect to a large reference corpus web 1t 5gram corpus brants and franz 2006 is used to capture the contextually relevant nouns ,0,1,0
we compute loglikelihood significance between features and target nouns as in dunning 1993 and keep only the most significant 200 features per target word ,0,1,0
it forms a baseline for performance evaluations but is prone to sparse data problems dunning 1993 ,0,1,0
64 table 1 subjects of employ with highest likelihood ratio word freq loga word freq loga brg 64 504 plant 14 310 company 27 286 operation 8 230 industry 9 146 firm 8 135 pirate 2 121 unit 9 932 shift 3 848 postal service 2 773 machine 3 656 corporation 3 647 manufacturer 3 621 insurance company 2 606 aerospace 2 581 memory device 1 579 department 3 555 foreign office 1 541 enterprise 2 539 pilot 2 537 org includes all proper names recognized as organizations the loga column are their likelihood ratios dunning 1993 ,0,1,0
the likelihood ratio is obtained by treating word and ic as a bigram and computed with the formula in dunning 1993 ,0,1,0
1990 1993 these models have nonuniform linguistically motivated structure at present coded by hand ,0,1,0
5 effectiveness comparison 51 englishchinese atis models both the transfer and transducer systems were trained and evaluated on englishtomandarin chinese translation of transcribed utterances from the atis corpus hirschman et al 1993 ,0,1,0
macklovitch 1994 melamed 1996b concordancing for bilingual lexicography catizone et al 1993 gale church 1991 computerassisted language learning corpus linguistics melby ,0,1,0
the cooccurrence relation can also be based on distance in a bitext space which is a more general representations of bitext correspondence dagan et al 1993 resnik melamed 1997 or it can be restricted to words pairs that satisfy some matching predicate which can be extrinsic to the model melamed 1995 melamed 1997 ,0,1,0
for each cooccurring pair of word types u and v these likelihoods are initially set proportional to their cooccurrence frequency nuv and inversely proportional to their marginal frequencies nu and nv z following dunning 1993 2 ,0,1,0
table lookup using an explicit translation lexicon is sufficient and preferable for many multilingual nlp applications including crummy mt on the world wide web church iiovy 1993 certain machineassisted translation tools eg ,0,1,0
1 introduction early works gale and church 1993 brown et al 1993 and to a certain extent kay and r6scheisen 1993 presented methods to exct biigua ,0,1,0
in this work model fit is reported in terms of the likelihood ratio statistic g 2 and its significance read and cressie 1988 dunning 1993 ,0,1,0
it is clear that appendix b contains far fewer true noncompositional phrases than appendix a 7 related work there have been numerous previous research on extracting collocations from corpus eg choueka 1988 and smadja 1993 ,0,1,0
we parsed a 125million word newspaper corpus with minipar 1 a descendent of principar lin 1993 lin 1994 and extracted dependency relationships from the parsed corpus ,0,1,0
the frequency counts of dependency relationships are filtered with the loglikelihood ratio dunning 1993 ,0,1,0
not only many combinations are found in the corpus many of them have very similar mutual information values to that of 318 table 2 economic impact verb economic financial political social budgetary ecological economic economic economic economic economic economic economic economic economic object impact impact impact impact impact impact effect implication consequence significance fallout repercussion potential ramification risk mutual freq info 171 185 127 172 46 050 15 094 8 320 4 259 84 070 17 080 59 188 10 084 7 166 7 184 27 124 8 219 17 033 nomial distribution can be accurately approximated by a normal distribution dunning 1993 ,0,1,0
a total of 216 collocations were extracted shown in appendix a we compared the collocations in appendix a with the entries for the above 10 words in the ntcs english idioms dictionary henceforth ntceid spears and kirkpatrick 1993 which contains approximately 6000 definitions of idioms ,0,1,0
levin 1993 assumes that the syntactic realization of a verbs arguments is directly correlated with its meaning cf ,0,1,0
we also experimented with a method suggested by brent 1993 which applies the binomial test on frame frequency data ,0,1,0
for instance the topp frame is poorly represented in the syntactically annotated version of the penn treebank marcus et al 1993 ,0,1,0
however in yet unpublished work we found that at least for the computation of synonyms and related words neither syntactical analysis nor singular value decomposition lead to significantly better results than the approach described here when applied to the monolingual case see also grefenstette 1993 so we did not try to include these methods in our system ,0,1,0
they were based on mutual information church hanks 1989 conditional probabilities rapp 1996 or on some standard statistical tests such as the chisquare test or the loglikelihood ratio dunning 1993 ,1,0,0
dunning 1993 reports that we should not rely on the assumption of a normal distribution when performing statistical text analysis and suggests that parametric analysis based on the binomial or multinomial distributions is a better alternative for smaller texts ,0,1,0
the different approaches eg brent 991 1993 ushioda et al 1993 briscoe and carroll 1997 manning 1993 carroll and rooth 1998 gahl 1998 lapata 1999 sarkar and zeman 2000 vary largely according to the methods used and the number of scfs being extracted ,0,1,0
according to one account briscoe and carroll 1997 the majority of errors arise because of the statistical filtering process which is reported to be particularly unreliable for low frequency scfs brent 1993 briscoe and carroll 1997 manning 1993 manning and schiitze 1999 ,0,1,0
adopting the scf acquisition system of briscoe and carroll we have experimented with an alternative hypothesis test the binomial loglikelihood ratio llr test dunning 1993 ,0,1,0
brent 1993 estimated the error probabilities for each scf experimentally from the behaviour of his scf extractor which detected simple morphosyntactic cues in the corpus data ,0,1,0
222 the binomial log likelihood ratio as a statistical filter dunning 1993 demonstrates the benefits of the llr statistic compared to pearsons chisquared on the task of ranking bigram data ,1,0,0
