CITATION,Positive,Objective,Negative
our approach not only outperformed a notoriously difficult baseline but also achieved similar performance to the approach of svore et al 2007 without requiring their thirdparty data resources ,0,0,1
also related are the areas of word alignment for machine translation och and ney 2000 induction of translation lexicons schafer and yarowsky 2002 and crosslanguage annotation projections to a second language riloff et al 2002 hwa et al 2002 mohammad et al 2007 ,0,1,0
measures of crosslanguage relatedness are useful for a large number of applications including crosslanguage information retrieval nie et al 1999 monz and dorr 2005 crosslanguage text classification gliozzo and strapparava 2006 lexical choice in machine translation och and ney 2000 bangalore et al 2007 induction of translation lexicons schafer and yarowsky 2002 crosslanguage annotation and resource projections to a second language riloff et al 2002 hwa et al 2002 mohammad et al 2007 ,0,1,0
2 related work the most commonly used similarity measures are based on the wordnet lexical database eg budanitsky and hirst 2006 hughes and ramage 2007 and a number of such measures have been made publicly available pedersen etal 2004 ,0,1,0
et al 2004 collinsthompson and callan 2005 hughes and ramage 2007 ,0,1,0
for instance hughes and ramage 2007 constructed a graph which represented various types of word relations from wordnet and compared randomwalk similarity to similarity assessments from humansubject trials ,0,1,0
we want to note that our wordnetbased method outperforms that of hughes and ramage 2007 which uses a similar method ,0,0,1
our similarity method is similar but simpler to that used by hughes and ramage 2007 which report very good results on similarity datasets ,1,0,0
hughes and ramage 2007 present a lexical similarity model based on random walks on graphs derived from wordnet rao et al ,0,1,0
this is similartothegraphconstructionmethodofhughes and ramage 2007 and rao et al ,0,1,0
713 similarity via pagerank pagerank page et al 1998 is the celebrated citation ranking algorithm that has been applied to several natural language problems from summarization erkan and radev 2004 to opinion mining esuli and sebastiani 2007 to our task of lexical relatedness hughes and ramage 2007 ,0,1,0
4 semantic class induction from wikipedia wikipedia has recently been used as a knowledge source for various language processing tasks including taxonomy construction ponzetto and strube 2007a coreference resolution ponzetto and strube 2007b and english ner eg bunescu and pasca 2006 cucerzan 2007 kazama and torisawa 2007 watanabe et al ,0,1,0
note that it is straightforward to calculate these expected counts using a variant of the insideoutside algorithm baker 1979 applied to the eisner 1996 dependencyparsing data structures paskin 2001 for projective dependency structures or the matrixtree theorem koo et al 2007 smith and smith 2007 mcdonald and satta 2007 for nonprojective dependency structures ,0,1,0
one option would be to leverage unannotated text mcclosky et al 2006 smith and eisner 2007 ,0,1,0
this generates tens of millions features so we prune those features that occur fewer than 10 total times as in smith and eisner 2007 ,0,1,0
finally recent work has explored learning to map sentences to lambdacalculus meaning representations wong and mooney 2007 zettlemoyer and collins 2005 zettlemoyer and collins 2007 ,0,1,0
for example when applying their approach to a different domain with somewhat less rigid syntax zettlemoyer and collins 2007 need to introduce new combinators and new forms of candidate lexical entries ,0,1,0
it has been used for a variety of tasks such as widecoverage parsing hockenmaier and steedman 2002 clark and curran 2007 sentence realization white 2006 learning semantic parsers zettlemoyer and collins 2007 dialog systems kruijff et al 2007 grammar engineering beavers 2004 baldridge et al 2007 and modeling syntactic priming reitter et al 2006 ,0,1,0
available scissor ge and mooney 2005 an integrated syntacticsemantic parser krisp kate and mooney 2006 an svmbased parser using string kernels wasp wong and mooney 2006 wong and mooney 2007 a system based on synchronous grammars zc zettlemoyer and collins 20073 a probabilistic parser based on relaxed ccg grammars and lu lu et al 2008 a generative model with discriminative reranking ,0,1,0
1 introduction recently researchers have developed algorithms that learn to map natural language sentences to representations of their underlying meaning he and young 2006 wong and mooney 2007 zettlemoyer and collins 2005 ,0,1,0
albeit simple the algorithm has proven to be very efficient and accurate for the task of parse selection collins and roark 2004 collins 2004 zettlemoyer and collins 2005 zettlemoyer and collins 2007 ,1,0,0
the parameters of the refined productions ax by cz where ax is a subcategory of a by of b and cz of c can then be estimated in various ways past work has included both generative matsuzaki et al 2005 liang et al 2007 and discriminative approaches petrov and klein 2008 ,0,1,0
a different approach in evaluating nonparametric bayesian models for nlp is statesplitting finkel et al 2007 liang et al 2007 ,0,1,0
there has been an increased interest recently in employing bayesian modeling for probabilistic grammars in different settings ranging from putting priors over grammar probabilities johnson et al 2007 to putting nonparametric priors over derivations johnson et al 2006 to learning the set of states in a grammar finkel et al 2007 liang et al 2007 ,0,1,0
in addition to the block sampler used by bhattacharya and getoor 2006 we are investigating generalpurpose splitmerge samplers jain and neal 2000 and the permutation sampler liang et al 2007a ,0,1,0
wed like to learn the number of paradigm classes from the data but doing this would probably require extending adaptor grammars to incorporate the kind of adaptive statesplitting found in the ihmm and ipcfg liang et al 2007 ,0,1,0
recently methods from nonparametric bayesian statistics have been gaining popularity as a way to approach unsupervised learning for a variety of tasks including language modeling word and morpheme segmentation parsing and machine translation teh et al 2006 goldwater et al 2006a goldwater et al 2006b liang et al 2007 finkel et al 2007 denero et al 2008 ,0,1,0
4 semantic class induction from wikipedia wikipedia has recently been used as a knowledge source for various language processing tasks including taxonomy construction ponzetto and strube 2007a coreference resolution ponzetto and strube 2007b and english ner eg bunescu and pasca 2006 cucerzan 2007 kazama and torisawa 2007 watanabe et al ,0,1,0
kazama and torisawa 2007 improve their fscore by 3 by including a wikipediabased feature in their machine learner ,1,0,0
the most relevant to our work are kazama and torisawa 2007 toral and muoz 2006 and cucerzan 2007 ,0,1,0
similarly kazama and torisawa 2007 used wikipedia particularly the first sentence of each article to create lists of entities ,0,1,0
the small differences from their work are 1 we used characters as the unit as we described above 2 while kazama and torisawa 2007 checked only the word sequences that start with a capitalized word and thus exploitedthecharacteristicsofenglishlanguage we checked the matching at every character 3 we used a trie to make the lookup efcient ,0,1,0
for instance kazama and torisawa 2007 used the hyponymy relations extracted from wikipedia for the english ner and reported improved accuracies with such a gazetteer ,1,0,0
6 related work and discussion there are several studies that used automatically extracted gazetteers for ner shinzato et al 2006 talukdar et al 2006 nadeau et al 2006 kazama and torisawa 2007 ,0,1,0
on the other hand kazama and torisawa 2007 extracted hyponymy relations which are independent of the ne categories from wikipedia and utilized it as a gazetteer ,0,1,0
kazama and torisawa 2007 extracted hyponymyrelationsfromtherstsentencesie dening sentences of wikipedia articles and then used them as a gazetteer for ner ,0,1,0
the method described by kazama and torisawa 2007 is to rst extract the rst base noun phrase after the rst is was are or were in the rst sentence of a wikipedia article ,0,1,0
the second baseline is our implementation of the relevant part of the wikipedia extraction in kazama and torisawa 2007 taking the first noun after a be verb in the definition sentence denoted as wikibl ,0,1,0
becomp following the general idea in kazama and torisawa 2007 we identify the isa pattern in the definition sentence by extracting nominal complements of the verb be taking 451 no ,0,1,0
for example the entry about the microsoft in wikipedia has the following categories companies listed on nasdaq cloud computing vendors etc both toral and munoz 2006 and kazama and torisawa 2007a used the freetext description of the wikipedia entity to reason about the entity type ,0,1,0
systems based on perceptron have been shown to be competitive in ner and text chunking kazama and torisawa 2007b punyakanok and roth 2001 carreras et al 2003 we specify the model and the features with the lbj rizzolo and roth 2007 modeling language ,0,1,0
we perform term disambiguation on each document using an entity extractor cucerzan 2007 ,0,1,0
even if the idea of using wikipedia links for disambiguation is not novel cucerzan 2007 it is applied for the first time to framenet lexical units considering a frame as a sense definition ,0,1,0
some researchers cucerzan 2007 nguyen and cao 2008 have explored the use of wikipedia information to improve the disambiguation process ,0,1,0
however most of them do not build a nes resource but exploit external gazetteers bunescu and pasca 2006 cucerzan 2007 ,0,1,0
an important aspect of web search is to be able to narrow down search results by distinguishing among people with the same name leading to multiple efforts focusing on web person name disambiguation in the literature mann and yarowsky 2003 artiles et al 2007 cucerzan 2007 ,1,0,0
ca 2006 and cucerzan 2007 in mining relationships between named entities or in extracting useful facet terms from news articles eg dakka and ipeirotis 2008 ,0,1,0
much later work evans 2003 etzioni et al 2005 cucerzan 2007 pasca 2004 relies on the use of extremely large corpora which allow very precise but sparse features ,1,0,0
the most relevant to our work are kazama and torisawa 2007 toral and muoz 2006 and cucerzan 2007 ,0,1,0
cucerzan 2007 by contrast to the above used wikipedia primarily for named entity disambiguation following the path of bunescu and paca 2006 ,0,1,0
crf baseline 9718 9721 table 7 pos tagging results of the previous top systems for ptb iii data evaluated by label accuracy system test additional resources jesscm crfhmm 9515 1gword unlabeled data 9467 15mword unlabeled data ando and zhang 2005 9439 15mword unlabeled data suzuki et al 2007 9436 17mword unlabeled data zhang et al 2002 9417 full parser output kudo and matsumoto 2001 9391 supervised crf baseline 9388 table 8 syntactic chunking results of the previous top systems for conll00 shared task data f1 score 3031 aug 1996 and 67 dec 1996 reuters news articles respectively ,0,1,0
as our approach for incorporating unlabeled data we basically follow the idea proposed in suzuki et al 2007 ,0,1,0
following this idea there have been introduced a parameter estimation approach for nongenerative approaches that can effectively incorporate unlabeled data suzuki et al 2007 ,0,1,0
in addition the calculation cost for estimating parameters of embedded joint pms hmms is independent of the number of hmms j that we used suzuki et al 2007 ,0,1,0
surprisingly although jesscm is a simpler version of the hybrid model in terms of model structure and parameter estimation procedure jesscm provides fscores of 9445 and 8803 for conll00 and 03 data respectively which are 015 and 083 points higher than those reported in suzuki et al 2007 for the same configurations ,0,0,1
these records are also known as field books and reference sets in literature canisius and sporleder 2007 michelson and knoblock 2008 ,0,1,0
both agichtein and ganti 2004 and canisius and sporleder 2007 train a language model for each database column ,0,1,0
for instance word alignment models are often trained using the giza toolkit och and ney 2003 error minimizing training criteria such as the minimum error rate training och 2003 are employed in order to learn feature function weights for loglinear models and translation candidates are produced using phrasebased decoders koehn et al 2003 in combination with ngram language models brants et al 2007 ,0,1,0
of course many applications require smoothing of the estimated distributionsthis problem also has known solutions in mapreduce brants et al 2007 ,0,1,0
since that time however increasingly large amounts of language model training data have become available ranging from approximately one billion words the gigaword corpora from the linguistic data consortium to trillions of words brants et al 2007 ,0,1,0
all the tblms and orlms were unpruned 5gram models and used stupidbackoff smoothing brants et al 2007 2 with the backoff parameter set to 04 as suggested ,0,1,0
2007 looked at golomb coding and brants et al ,0,1,0
33 language model we estimate ps using ngram lms trained on data from the web using stupid backoff brants et al 2007 ,0,1,0
we build sentencespecific zerocutoff stupidbackoff brants et al 2007 5gram language models estimated using 47b words of english newswire text and apply them to rescore each 10000best list ,0,1,0
a recent trend is to store the lm in a distributed cluster of machines which are queried via network requests brants et al 2007 emami et al 2007 ,0,1,0
we build sentencespecific zerocutoff stupidbackoff brants et al 2007 5gram language models estimated using 47b words of english newswire text and apply them to rescore either 10000best lists generated by hcp or word lattices generated by hifst ,0,1,0
brants et al 2007 emami et al 2007 built 5gram lms over web using distributed cluster of machines and queried them via network requests ,0,1,0
1 introduction very large corpora obtained from the web have been successfully utilized for many natural languageprocessingnlpapplications suchasprepositional phrase pp attachment otheranaphora resolution spellingcorrection confusablewordsetdisambiguation and machine translation volk 2001 modjeska et al 2003 lapata and keller 2005 atterer and schutze 2006 brants et al 2007 ,1,0,0
here we choose to work with stupid backoff smoothing brants et al 2007 since this is significantly more efficient to train and deploy in a distributed framework than a contextdependent smoothing scheme such as kneserney ,1,0,0
table 2 shows the total space and number of bytes required per ngram to encode the model under different schemes ldc gzipd is the size of the files as delivered by ldc trie uses a compact trie representation eg clarkson et al 1997 church et al 2007 with 3 byte word ids 1 byte values and 3 byte indices block encoding is the encoding used in brants et al 2007 and randomized uses our novel randomized scheme with 12 error bits ,0,1,0
there is a vast literature on language modeling see eg rosenfeld 2000 chen and goodman 1999 brants et al 2007 roark et al 2007 ,0,1,0
indeed researchers have shown that gigantic language models are key to stateoftheart performance brants et al 2007 and the ability of phrasebased decoders to handle largesize highorder language models with no consequence on asymptotic running time during decoding presents a compelling advantage over ckydecoderswhosetimecomplexitygrowsprohibitively large with higherorder language models ,1,0,0
we implemented an ngram indexerestimator using mpi inspired by the mapreduce implementation of ngram language model indexingestimation pipeline brants et al 2007 ,0,1,0
the recent emphasis on improving these components of a translation system brants et al 2007 is likely due in part to the widespread availability of nlp tools for the language that is most frequently the target english ,0,1,0
it is therefore desirable to have dedicated servers to load parts of the lm3 an idea that has been exploited by zhang et al 2006 emami et al 2007 brants et al 2007 ,0,1,0
these findings are somehow surprising since it was eventually believed by the community that adding large amounts of bitexts should improve the translation model as it is usually observed for the language model brants et al 2007 ,0,1,0
we have also used tpts to encode ngram count databases such as the google 1t web ngram database brants and franz 2006 but are not able to provide detailed results within the space limitations of this paper4 51 perplexity computation with 5gram language models we compared the performance of tptencoded language models against three other language model implementations the sri language modeling toolkit stolcke 2002 irstlm federico and cettolo 2007 and the language model implementation currently used in the portage smt system badr et al 2007 which uses a pointerbased implementation but is able to perform fast lm filtering at load time ,0,1,0
in this study we use the google web 1t 5gram corpus brants et al 2007 ,0,1,0
2 related work there have been various efforts to integrate linguistic knowledge into smt systems either from the target side marcu et al 2006 hassan et al 2007 zollmann and venugopal 2006 the source side quirk et al 2005 liu et al 2006 huang et al 2006 or both sides eisner 2003 ding et al 2005 koehn and hoang 2007 just to name a few ,0,1,0
in koehn and hoang 2007 shallow syntactic analysis such as pos tagging and morphological analysis were incorporated in a phrasal decoder ,0,1,0
c2009 association for computational linguistics improving midrange reordering using templates of factors hieu hoang school of informatics university of edinburgh hhoangsmsedacuk philipp koehn school of informatics university of edinburgh pkoehninfedacuk abstract we extend the factored translation model koehn and hoang 2007 to allow translations of longer phrases composed of factors such as pos and morphological tags to act as templates for the selection and reordering of surface phrase translation ,0,1,0
koehn and hoang 2007 describes various strategies for the decomposition of the decoding into multiple translation models using the moses decoder ,0,1,0
in a factored translation model other factors than surface form can be used such as lemma or partofspeech koehn and hoang 2007 ,0,1,0
recent work by koehn and hoang 2007 pro514 poses factored translation models that combine feature functions to handle syntactic morphological and other linguistic information in a loglinear model ,0,1,0
in particular we adopt the approach of phrasebased statistical machine translation koehn et al 2003 koehn and hoang 2007 ,0,1,0
the publicly available moses4 decoder is used for training and decoding koehn and hoang 2007 ,0,1,0
factored models are introduced in koehn and hoang 2007 for better integration of morphosyntactic information ,0,1,0
in recent work koehn and hoang 2007 proposed a general framework for including morphological features in a phrasebased smt system by factoring the representation of words into a vector of morphological features and allowing a phrasebased mt system to work on any of the factored representations which is implemented in the moses system ,0,1,0
though our motivation is similar to that of koehn and hoang 2007 we chose to build an independent component for inflection prediction in isolation rather than folding morphological information into the main translation model ,0,1,0
koehn and hoang 2007 present factored translation models as an extension to phrasebased statistical machine translation models ,0,1,0
koehn and hoang 2007 propose factored translation models that combine feature functions to handle syntactic morphological and other linguistic information in a loglinear model ,0,1,0
41 overview in this work factored models koehn and hoang 2007 are experimented with three factors the surface form the lemma and the part of speech pos ,0,1,0
for example factored translation models koehn and hoang 2007 retain the simplicity of phrasebased smt while adding the ability to incorporate additional features ,1,0,0
43 adaptation for unknown word2 the unknown word problem is an important issue for domain adaptationdredze et al 2007 ,0,1,0
without specific knowledge of the target domains annotation standards significant improvement can not be madedredze et al 2007 ,0,1,0
2007 and dredze et al ,0,1,0
instead of assigning head and deprel in a single step some systems use a twostage approach for attaching and labeling dependencies chen et al 2007 dredze et al 2007 ,0,1,0
in order to calculate a global score or probability for a transition sequence two systems used a markov chain approach duan et al 2007 sagae and tsujii 2007 ,0,1,0
54 domain adaptation 541 featurebased approaches onewayofadaptingalearnertoanewdomainwithout using any unlabeled data is to only include features that are expected to transfer well dredze et al 2007 ,0,1,0
in contrast semisupervised domain adaptation blitzer et al 2006 mcclosky et al 2006 dredze et al 2007 is the scenario in which in addition to the labeled source data we only have unlabeled and no labeled target domain data ,0,1,0
however based on annotation differences in the datasets dredze et al 2007 and a bug in their system shimizu and nakagawa 2007 their results are inconclusive1 thus the effectiveness of scl is rather unexplored for parsing ,0,1,0
8412 only ptb baseline 8358 1st sagae and tsujii 2007 8342 2nd dredze et al 2007 8338 3rd attardi et al 2007 8308 third row lists the three highest scores of the domain adaptation track of the conll 2007 shared task ,0,1,0
this was a difcult challenge as many participants in the task failed to obtain any meaningful gains from unlabeled data dredze et al 2007 ,0,1,0
as well as the sentiment expressions leading to evaluations there are many semantic aspects to be extracted from documents which contain writers opinions such as subjectivity wiebe and mihalcea 2006 comparative sentences jindal and liu 2006 or predictive expressions kim and hovy 2007 ,0,1,0
specifically kim and hovy 2007 identify which political candidate is predicted to win by an opinion posted on a message board and aggregate opinions to correctly predict an election result ,0,1,0
an application of the idea of alternative targets can be seen in kim and hovys 2007 work on election prediction ,0,1,0
kim and hovy 2007 predict the results of an election by analyzing forums discussing the elections ,0,1,0
examples of the latter include providing suggestions from a machine labeler and using extremely cheap human labelers eg with the amazon mechanical turk snow et al 2008 ,0,1,0
while this is certainly a daunting task it is possible that for annotation studies that do not require expert annotators and extensive annotator training the newly available access to a large pool of inexpensive annotators such as the amazon mechanical turk scheme snow et al 20084 or embedding the task in an online game played by volunteers poesio et al 2008 von ahn 2006 could provide some solutions ,1,0,0
previous work has shown that data collected through the mechanical turk service is reliable and comparable in quality with trusted sources snow et al 2008 ,0,1,0
several recent papers have studied the use of annotations obtained from amazon mechanical turk a marketplace for recruiting online workers su et al 2007 kaisser et al 2008 kittur et al 2008 sheng et al 2008 snow et al 2008 sorokin and forsyth 2008 ,0,1,0
2005 ponzetto and strube 2006 and the exploitation of advanced techniques that involve joint learning eg daume iii and marcu 2005 and joint inference eg denis and baldridge 2007 for coreference resolution and a related extraction task ,0,1,0
other similar work includes the mention detection md task florian et al 2006 and joint probabilistic model of coreference daume iii and marcu 2005 ,0,1,0
7 related work there has been a recent interest in training methods that enable the use of firstorder features paskin 2002 daume iii and marcu 2005b richardson and domingos 2006 ,0,1,0
perhaps the most related is 86 learning as search optimization laso daume iii and marcu 2005b daume iii and marcu 2005a ,0,1,0
we finally move on to present more complex models which attempt to model coreference as a global discourse phenomenon yang et al 2003 luo et al 2004 daume iii marcu 2005 inter alia ,0,1,0
in contrast globally optimized clustering decisions were reported in luo et al 2004 and daumeiii and marcu 2005a where all clustering possibilities are considered by searching on a bell tree representation or by using the learning as search optimization laso framework daumeiii and marcu 2005b respectively but the first search is partial and driven by heuristics and the second one only looks back in text ,0,1,0
meanwhile some learning algorithms like maximum likelihood for conditional loglinear models lafferty et al 2001 unsupervised models pereira and schabes 1992 and models with hidden variables koo and collins 2005 wang et al 2007 blunsom et al 2008 require summing over the scores of many structures to calculate marginals ,0,1,0
1 introduction state of the art statistical parsers collins 1999 charniak 2000 koo and collins 2005 charniak and johnson 2005 are trained on manually annotated treebanks that are highly expensive to create ,1,0,0
koo and collins 2005 matsuzaki et al 2005 riezler et al 2002 ,0,1,0
previous research in this area includes several models which incorporate hidden variables matsuzaki et al 2005 koo and collins 2005 petrov et al 2006 titov and henderson 2007 ,0,1,0
use of probability estimates is not a serious limitation of this approach because in practice candidates are normally provided by some probabilistic model and its probability estimates are used as additional features in the reranker collins and koo 2005 shen and joshi 2003 henderson and titov 2005 ,0,1,0
matsuzaki et al 2005 koo and collins 2005 ,0,1,0
recently several latent variable models for constituent parsing have been proposed koo and collins 2005 matsuzaki et al 2005 prescher 2005 riezler et al 2002 ,0,1,0
for example syntactic features ng and cardie 2002b luo and zitouni 2005 can be computed this way and are used in our system ,0,1,0
the coreference resolution system employs a variety of lexical semantic distance and syntactic featuresluo et al 2004 luo and zitouni 2005 ,0,1,0
these features are calculated by mining the parse trees and then could be used for resolution by using manually designed rules lappin and leass 1994 kennedy and boguraev 1996 mitkov 1998 or using machinelearning methods aone and bennett 1995 yang et al 2004 luo and zitouni 2005 ,0,1,0
luo and zitouni 2005 proposed a coreference resolution approach which also explores the information from the syntactic parse trees ,0,1,0
2 f 1 score maximization training of lrm we first review the f 1 score maximization training method for linear models using a logistic function described in jansche 2005 ,0,1,0
2006 and jansche 2005 who discuss maximum expected fscore training of decision trees and logistic regression models ,0,1,0
for example the constrained optimization method of mozer et al 2001 relies on approximations of sensitivity which they call ca and specificity2 their cr related techniques gao et al 2006 jansche 2005 rely on approximations of true positives false positives and false negatives and indirectly recall and precision ,0,1,0
2001 whose constrained optimization technique is similar to those in gao et al 2006 jansche 2005 ,0,1,0
abney 2004 presented a thorough discussion on the yarowsky algorithm ,0,1,0
3 the framework 31 the algorithm our transductive learning algorithm algorithm 1 is inspired by the yarowsky algorithm yarowsky 1995 abney 2004 ,0,1,0
under certain precise conditions as described in abney 2004 we can analyze algorithm 1 as minimizing the entropy of the distribution over translations of u however this is true only when the functions estimate score and select have very prescribed definitions ,0,1,0
more recently haffari and sarkar 2007 have extended the work of abney 2004 and given a better mathematical understanding of selftraining algorithms ,0,1,0
previous studies called the class of algorithms illustrated in figure 2 cautious or sequential because in each iteration they acquire 1 or a small set of rules abney 2004 collins and singer 1999 ,0,1,0
thispaperfocusesontheframeworkintroduced in figure 2 for two reasons a cautious al50 gorithms were shown to perform best for several nlp problems including acquisition of ie patterns and b it has nice theoretical properties abney 2004 showed that regardless of the selection procedure sequential bootstrapping algorithms converge to a local minimum of k where k is an upper bound of the negative log likelihood of the data ,0,1,0
the linear kernel derived from the l1 distance is the same as the differenceweighted tokenbased similarity measure of weeds and weir 2005 ,0,1,0
weeds and weir 2005 discuss the influence of bias towards highor lowfrequency items for different tasks correlation with wordnetderived neighbour sets and pseudoword disambiguation and it would not be surprising if the different highfrequency bias were leading to different results ,0,1,0
see weeds and weir 2005 for an overview of other measures ,0,1,0
a variety of other measures of semantic relatedness have been proposed including distributional similarity measures based on cooccurrence in a body of text see weeds and weir 2005 for a survey ,0,1,0
formally by distributional similarity or cooccurrence similarity of two words w 1 and w 2 we mean that they tend to occur in similar contexts for some definition of context or that the set of words that w 1 tends to cooccur with is similar to the set that w 2 tends to cooccur with or that if w 1 is substituted for w 2 in a context its plausibility weeds 2003 weeds and weir 2005 is unchanged ,0,1,0
further it has been shown weeds et al 2005 weeds and weir 2005 that performance of lins distributional similarity score decreases more significantly than other measures for low frequency nouns ,0,1,0
we then compute the weight of a context word w in context c ww c using mutual information and ttest which were reported by weeds and weir 2005 to perform the best on a pseudodisambiguation task ,0,1,0
2 evaluating sr measures various approaches for computing semantic relatedness of words or concepts have been proposed eg dictionarybased lesk 1986 ontologybased wu and palmer 1994 leacock and chodorow 1998 informationbased resnik 1995 jiang and conrath 1997 or distributional weeds and weir 2005 ,0,1,0
the closest work is that of jing and mckeown 1999 and daume iii and marcu 2005 in which multiple sentences are processed with fragments within them being recycled to generate the novel generated text ,0,1,0
the best previous result is an accuracy of 561 turney 2006 ,1,0,0
the average senior high school student achieves 57 correct turney 2006 ,0,1,0
turney 2006 later addressed the same problem using 8000 automatically generated patterns ,0,1,0
the distinction between lexical and relational similarity for word pair comparison is recognised byturney2006hecallstheformer attributional similarity though the methods he presents focus on relational similarity ,0,1,0
the attr cells summarize the performance of the 6 models on the wiki table that are based on attributional similarity only turney 2006 ,0,1,0
in particular we need to develop a backoff strategy for unseen pairs in the relational similarity tasks that following turney 2006 could be based on constructing surrogate pairs of taxonomically similar words found in the cxlc space ,0,1,0
in computational linguistics our pattern discovery procedure extends over previous approaches that use surface patterns as indicators of semantic relations between nouns or verbs hearst 1998 chklovski and pantel 2004 etzioni et al 2004 turney 2006 davidov and rappoport 2008 inter alia ,0,1,0
previous research in automatic acquisition focuses primarily on the use of statistical techniques such as bilingual alignment church and hanks 1990 klavans and tzoukermann 1995 wu and xia 1995 or extraction of syntactic constructions from online dictionaries and corpora brent 1993 ,0,1,0
church and hanks 1990 introduced a statistical measurement called mutual information for extracting strongly associated or collocated words ,0,1,0
213 correlation analysis as a correlation measure between terms we use mutual information church and hanks 1990 ,0,1,0
collocations were extracted according to the method described in church and hanks 1990 by moving a window on texts ,0,1,0
mutual information mixy is defined as following church and hanks 1990 log log 22 yfxf yxfn ypxp yxp yxmi 4 where fx and fy are frequency of term x and term y respectively ,0,1,0
one way of resolving query ambiguities is to use the statistics such as mutual information church and hanks 1990 to measure associations of query terms on the basis of existing corpora jang et al 1999 ,0,1,0
the mutual information of a pair of words is defined in terms of their cooccurrence frequency and respective occurrence frequencies church and hanks 1990 ,0,1,0
5 related work although there have been many studies on collocation extraction and mining using only statistical approaches church and hanks 1990 ikehara et al 1996 there has been much less work on collocation acquisition which takes into account the linguistic properties typically associated with collocations ,0,1,0
the initial vectors to be clustered are adapted with pointwise mutual information church and hanks 1990 ,0,1,0
in zernik 1990 calzolari and bindi 1990 smadja 1989 church and hanks 1990 associations are detected in a 5 window ,0,1,0
in the field of eomputationa1 linguistics mutual information brown et al 1988 2 church and hanks 1990 or a likelihood ratio test dunning 199a are suggested ,0,1,0
previous research in automatic acquisition focuscs primarily on the use of statistical techniques such as bilingual alignment church and hanks 1990 klavans and tzoukermann 1996 wu and xia 1995 or extraction of syntactic constructions from online dictionaries and corpora brant 1993 dorr garman and weinberg 1995 ,0,1,0
in the past five years important research on the automatic acquisition of word classes based on lexical distribution has been published church and hanks 1990 hindle 1990 smadja 1993 greinstette 1994 grishman and sterling 1994 ,1,0,0
there are many method proposed to extract rigid expressions from corpora such as a method of focusing on the binding strength of two words church and hanks 1990 the distance between words smadja and makeown 1990 and the number of combined words and frequency of appearance kita 1993 1994 ,0,1,0
given this the mutual information ratio church hanks 1990 church mercer 1993 steier belew 1991 is expressed by formula 1 ,0,1,0
in the field of statistical analysis of natural language data it is common to use measures of lexical association such as the informationtheoretic measure of mutual information to extract useful relationships between words eg church and hanks 1990 ,0,1,0
more rare words rather than common words are found even in standard dictionaries church and hanks 1990 ,0,1,0
many studies on collocation extraction are carried out based on cooccurring frequencies of the word pairs in texts choueka et al 1983 church and hanks 1990 smadja 1993 dunning 1993 pearce 2002 evert 2004 ,0,1,0
2mutual information though potentially of interest as a measure of collocational status was not tested due to its wellknown property of overemphasising the significance of rare events church and hanks 1990 ,0,0,1
mutual information compares the probability of the cooccurence of words a and b with the independent probabilities of occurrence of a and b church and hanks 1990 ,0,1,0
church k and hanks p 1990 word association norms mutual information and lexicography computational linguistics vol ,0,1,0
2 related works some of the most common measures of unithood include pointwise mutual information mi church and hanks 1990 and loglikelihood ratio dunning 1994 ,0,1,0
church and hanks 1990 use mutual information to identify collocations a method they claim is reasonably effective for words with a frequency of not less than five ,1,0,0
303 wiebe wilson bruce bell and martin learning subjective language while it is common in studies of collocations to omit lowfrequency words and expressions from analysis because they give rise to invalid or unrealistic statistical measures church and hanks 1990 we are able to identify higherprecision collocations by including placeholders for unique words ie the ugenngrams ,0,1,0
probably the most widely used feature weighting function is pointwise mutual information mi church and patrick 1990 hindle 1990 luk 1995 lin 1998 gauch wang and rachakonda 1999 dagan 2000 baroni and vegnaduzzo 2004 chklovski and pantel 2004 pantel and ravichandran 2004 pantel ravichandran and hovy 2004 weeds weir and mccarthy 2004 dened by weight mi wflog 2 pwf pwpf 1 we calculate the mi weights by the following statistics in the space of cooccurrence instances s weight mi wflog 2 countwf nrels countw countf 2 where countwf is the frequency of the cooccurrence pair wf in s countwand countf are the independent frequencies of w and f in sandnrels is the size of shigh mi weights are assumed to correspond to strong wordfeature associations ,1,0,0
using techniques described in church and hindle 1990 church and hanks 1990 and hindle and rooth 1991 figure 4 shows some examples of the most frequent vo pairs from the ap corpus ,0,1,0
church and hanks 1990 klavans chodorow and wacholder 1990 wilks et al 1993 smadja 1991a 1991b calzolari and bindi 1990 ,0,1,0
for example church and hanks 1990 describe the use of the mutual information index for this purpose cf ,0,1,0
these tools are important in that the strongest collocational associations often represent different word senses and thus they provide a powerful set of suggestions to the lexicographer for what needs to be accounted for in choosing a set of semantic tags church and hanks 1990 p 28 ,0,1,0
the use of such relations mainly relations between verbs or nouns and their arguments and modifiers for various purposes has received growing attention in recent research church and hanks 1990 zernik and jacobs 1990 hindle 1990 smadja 1993 ,0,1,0
1 introduction many different statistical tests have been proposed to measure the strength of word similarity or word association in natural language texts dunning 1993 church and hanks 1990 dagan et al 1999 ,0,1,0
the value of fj is calculated by mutual information church and hanks 1990 between xi and fj ,0,1,0
the former extracts collocations within a fixed window church and hanks 1990 smadja 1993 ,0,1,0
